order_id,order_date,store_id,customer_id,product_id,quantity,unit_price,discount_amount,payment_method,created_at,source_file
ORD-20260611-0014,2026-06-11,ST002,CUST00015,P5002,1,11.99,0.00,credit_card,2026-06-11T11:34:16,sales_2026_06_11.csv
ORD-20260611-0015,2026-06-11,ST003,CUST00007,P2001,1,2.49,0.00,debit,2026-06-11T17:01:11,sales_2026_06_11.csv
ORD-20260611-0016,2026-06-11,ST003,CUST00066,P4001,5,18.99,0.00,gift_card,2026-06-11T22:28:49,sales_2026_06_11.csv
ORD-20260611-0017,2026-06-11,ST005,CUST00039,P1002,4,7.99,1.00,mobile_wallet,2026-06-11T08:46:50,sales_2026_06_11.csv
ORD-20260611-0018,2026-06-10,ST004,CUST00057,P1001,1,5.49,0.50,credit_card,2026-06-11T20:43:06,sales_2026_06_11.csv
ORD-20260611-0019,2026-06-11,ST005,CUST00075,P1002,3,7.99,1.00,gift_card,2026-06-11T09:08:17,sales_2026_06_11.csv
ORD-20260611-0020,2026-06-11,ST004,CUST00013,P3002,4,21.99,1.00,credit_card,2026-06-11T21:32:38,sales_2026_06_11.csv
ORD-20260611-0021,2026-06-10,ST004,CUST00052,P5001,2,14.99,0.50,mobile_wallet,2026-06-11T14:26:21,sales_2026_06_11.csv
ORD-20260611-0022,2026-06-11,ST004,CUST00009,P1002,-2,7.99,0.50,credit_card,2026-06-11T15:23:09,sales_2026_06_11.csv
ORD-20260611-0023,2026-06-11,ST005,CUST00008,P1002,1,7.99,0.50,gift_card,2026-06-11T18:51:08,sales_2026_06_11.csv
ORD-20260611-0024,2026-06-11,ST004,CUST00007,P5001,5,14.99,0.00,cash,2026-06-11T20:22:55,sales_2026_06_11.csv
ORD-20260611-0025,2026-06-11,ST004,CUST00029,P5002,3,11.99,0.00,credit_card,2026-06-11T13:09:42,sales_2026_06_11.csv
ORD-20260611-0026,2026-06-11,ST004,CUST00072,P3002,5,21.99,0.00,gift_card,2026-06-11T15:36:14,sales_2026_06_11.csv
ORD-20260611-0027,2026-06-11,ST003,CUST00044,P5002,5,11.99,0.00,cash,2026-06-11T07:11:17,sales_2026_06_11.csv
ORD-20260611-0028,2026-06-10,ST001,CUST00012,P1001,2,5.49,0.00,gift_card,2026-06-11T09:09:47,sales_2026_06_11.csv
ORD-20260611-0029,2026-06-10,ST003,CUST00042,P2002,4,5.99,0.50,gift_card,2026-06-11T17:10:23,sales_2026_06_11.csv
ORD-20260611-0030,2026-06-11,ST001,CUST00011,P5002,1,11.99,0.00,cash,2026-06-11T12:48:39,sales_2026_06_11.csv
ORD-20260611-0031,2026-12-31,ST005,CUST00015,P4002,4,4.49,0.50,cash,2026-06-11T20:17:13,sales_2026_06_11.csv
ORD-20260611-0032,2026-06-10,ST004,CUST00077,P4001,1,18.99,0.00,credit_card,2026-06-11T16:02:14,sales_2026_06_11.csv
ORD-20260611-0033,2026-06-11,ST003,CUST00042,P1001,2,5.49,0.00,credit_card,2026-06-11T11:48:16,sales_2026_06_11.csv
ORD-20260611-0034,2026-06-10,ST005,CUST00030,P1001,4,5.49,2.00,gift_card,2026-06-11T12:08:24,sales_2026_06_11.csv
ORD-20260611-0035,2026-06-10,ST004,CUST00010,P5001,3,14.99,0.00,cash,2026-06-11T08:27:01,sales_2026_06_11.csv
ORD-20260611-0036,2026-06-10,ST004,CUST00003,P5002,4,11.99,1.00,cash,2026-06-11T20:18:07,sales_2026_06_11.csv
ORD-20260611-0037,2026-06-11,ST001,CUST00032,P2001,5,2.49,0.50,mobile_wallet,2026-06-11T09:27:54,sales_2026_06_11.csv
ORD-20260611-0038,2026-06-11,ST003,CUST00029,P5002,4,11.99,1.00,cash,2026-06-11T19:55:19,sales_2026_06_11.csv
ORD-20260611-0039,2026-06-11,ST003,CUST00045,P2001,1,2.49,1.00,debit,2026-06-11T13:57:49,sales_2026_06_11.csv
ORD-20260611-0040,2026-06-11,ST002,CUST00010,,1,5.99,0.00,debit,2026-06-11T13:11:38,sales_2026_06_11.csv
ORD-20260611-0041,2026-06-10,ST003,CUST00020,P4002,4,4.49,1.00,mobile_wallet,2026-06-11T17:55:40,sales_2026_06_11.csv
ORD-20260611-0042,2026-06-11,ST003,CUST00065,P1002,4,7.99,0.50,credit_card,2026-06-11T15:37:03,sales_2026_06_11.csv
ORD-20260611-0043,2026-06-11,ST003,CUST00010,P3001,4,15.99,0.50,credit_card,2026-06-11T08:23:53,sales_2026_06_11.csv
ORD-20260611-0044,2026-06-10,ST001,CUST00058,P5002,5,11.99,1.00,gift_card,2026-06-11T21:37:35,sales_2026_06_11.csv
ORD-20260611-0045,2026-06-10,ST001,CUST00044,P2002,3,5.99,1.00,credit_card,2026-06-11T11:03:28,sales_2026_06_11.csv
ORD-20260611-0046,2026-06-11,ST005,CUST00079,P5001,2,14.99,0.00,debit,2026-06-11T21:28:33,sales_2026_06_11.csv
ORD-20260611-0047,2026-06-10,ST005,CUST00007,P3002,3,21.99,0.00,cash,2026-06-11T20:49:21,sales_2026_06_11.csv
ORD-20260611-0048,2026-06-10,ST005,CUST00020,P1002,3,7.99,0.00,cash,2026-06-11T16:16:46,sales_2026_06_11.csv
ORD-20260611-0049,2026-06-11,ST004,CUST00017,P9999,5,7.99,2.00,gift_card,2026-06-11T18:19:41,sales_2026_06_11.csv
ORD-20260611-0050,2026-06-10,ST005,CUST00012,P1002,3,7.99,1.00,mobile_wallet,2026-06-11T17:52:08,sales_2026_06_11.csv
ORD-20260611-0051,2026-06-11,ST003,CUST00063,P5001,3,14.99,0.00,debit,2026-06-11T16:11:13,sales_2026_06_11.csv
ORD-20260611-0052,2026-06-11,ST001,CUST00065,P2002,2,5.99,0.00,gift_card,2026-06-11T16:54:50,sales_2026_06_11.csv
ORD-20260611-0053,2026-06-11,ST002,CUST00021,P5001,1,14.99,2.00,debit,2026-06-11T11:38:24,sales_2026_06_11.csv
ORD-20260611-0054,2026-06-10,ST002,CUST00057,P5002,2,11.99,2.00,gift_card,2026-06-11T08:26:23,sales_2026_06_11.csv
ORD-20260611-0055,2026-06-11,ST004,CUST00025,P3001,4,15.99,0.00,cash,2026-06-11T16:51:50,sales_2026_06_11.csv
ORD-20260611-0056,2026-06-11,ST004,CUST00021,P5002,4,11.99,0.50,debit,2026-06-11T19:32:33,sales_2026_06_11.csv
ORD-20260611-0057,2026-06-11,ST005,CUST00014,P5002,2,11.99,0.00,gift_card,2026-06-11T22:55:23,sales_2026_06_11.csv
ORD-20260611-0058,2026-06-11,ST005,CUST00019,P1002,1,4.49,20.00,mobile_wallet,2026-06-11T15:28:57,sales_2026_06_11.csv
ORD-20260611-0059,2026-06-11,ST004,CUST00065,P1002,2,7.99,0.50,cash,2026-06-11T07:26:03,sales_2026_06_11.csv
ORD-20260611-0060,2026-06-11,ST001,CUST00043,P2002,4,5.99,0.00,debit,2026-06-11T14:01:20,sales_2026_06_11.csv
ORD-20260611-0061,2026-06-10,ST004,CUST00058,P2001,1,2.49,0.00,gift_card,2026-06-11T11:48:45,sales_2026_06_11.csv
ORD-20260611-0062,2026-06-11,ST005,CUST00078,P1001,1,5.49,0.00,gift_card,2026-06-11T13:53:09,sales_2026_06_11.csv
ORD-20260611-0063,2026-06-11,ST002,CUST00054,P4001,1,18.99,0.00,gift_card,2026-06-11T16:07:03,sales_2026_06_11.csv
ORD-20260611-0064,2026-06-10,ST005,CUST00031,P4002,1,4.49,0.00,debit,2026-06-11T07:40:32,sales_2026_06_11.csv
ORD-20260611-0065,2026-06-11,ST002,CUST00011,P3001,4,15.99,0.00,gift_card,2026-06-11T14:36:26,sales_2026_06_11.csv
ORD-20260611-0066,2026-06-11,ST001,CUST00050,P3002,1,21.99,1.00,cash,2026-06-11T19:55:30,sales_2026_06_11.csv
ORD-20260611-0067,2026-06-11,ST001,CUST00075,P3001,1,15.99,0.00,Credit Card ,2026-06-11T18:15:46,sales_2026_06_11.csv
ORD-20260611-0068,2026-06-11,ST004,CUST00062,P2001,1,2.49,0.00,debit,2026-06-11T12:53:49,sales_2026_06_11.csv
ORD-20260611-0069,2026-06-10,ST001,CUST00026,P2001,1,2.49,2.00,credit_card,2026-06-11T08:18:12,sales_2026_06_11.csv
ORD-20260611-0070,2026-06-10,ST002,CUST00037,P3002,3,21.99,1.00,cash,2026-06-11T22:16:02,sales_2026_06_11.csv
ORD-20260611-0071,2026-06-11,ST004,CUST00057,P1001,3,5.49,0.00,mobile_wallet,2026-06-11T18:27:56,sales_2026_06_11.csv
ORD-20260611-0072,2026-06-10,ST005,CUST00035,P3002,2,21.99,0.50,credit_card,2026-06-11T18:59:51,sales_2026_06_11.csv
ORD-20260611-0073,2026-06-11,ST001,CUST00042,P4001,1,18.99,0.50,cash,2026-06-11T16:20:06,sales_2026_06_11.csv
ORD-20260611-0074,2026-06-10,ST003,CUST00058,P3001,4,15.99,1.00,credit_card,2026-06-11T12:44:28,sales_2026_06_11.csv
ORD-20260611-0075,2026-06-11,ST004,CUST00047,P3002,5,21.99,0.50,gift_card,2026-06-11T08:04:42,sales_2026_06_11.csv
ORD-20260611-0076,2026-06-10,,CUST00047,P2001,1,2.49,0.00,cash,2026-06-11T08:08:04,sales_2026_06_11.csv
ORD-20260611-0077,2026-06-11,ST004,CUST00010,P4001,5,18.99,0.00,gift_card,2026-06-11T21:23:23,sales_2026_06_11.csv
ORD-20260611-0078,2026-06-10,ST002,CUST00015,P2001,5,2.49,0.00,credit_card,2026-06-11T17:41:17,sales_2026_06_11.csv
ORD-20260611-0079,2026-06-10,ST003,CUST00058,P2001,4,2.49,1.00,debit,2026-06-11T10:16:49,sales_2026_06_11.csv
ORD-20260611-0080,2026-06-10,ST001,CUST00058,P5002,3,11.99,2.00,debit,2026-06-11T13:07:08,sales_2026_06_11.csv
ORD-20260611-0081,2026-06-11,ST005,CUST00070,P4002,1,4.49,2.00,cash,2026-06-11T18:45:04,sales_2026_06_11.csv
ORD-20260611-0082,2026-06-11,ST001,CUST00026,P3001,2,15.99,2.00,debit,2026-06-11T18:32:14,sales_2026_06_11.csv
ORD-20260611-0083,2026-06-11,ST005,CUST00017,P2002,4,5.99,0.00,gift_card,2026-06-11T18:29:51,sales_2026_06_11.csv
ORD-20260611-0084,2026-06-10,ST004,CUST00074,P1002,1,7.99,0.00,credit_card,2026-06-11T22:33:26,sales_2026_06_11.csv
ORD-20260611-0085,06/11/2026,ST005,CUST00045,P2001,3,2.49,2.00,debit,2026-06-11T21:29:43,sales_2026_06_11.csv
ORD-20260611-0086,2026-06-11,ST001,CUST00016,P5001,5,14.99,0.00,gift_card,2026-06-11T20:32:58,sales_2026_06_11.csv
ORD-20260611-0087,2026-06-11,ST002,CUST00045,P2001,3,2.49,0.00,gift_card,2026-06-11T17:59:45,sales_2026_06_11.csv
ORD-20260611-0088,2026-06-11,ST003,CUST00079,P3001,1,15.99,0.00,gift_card,2026-06-11T15:08:40,sales_2026_06_11.csv
ORD-20260611-0089,2026-06-11,ST005,CUST00078,P1002,5,7.99,2.00,cash,2026-06-11T11:10:42,sales_2026_06_11.csv
ORD-20260611-0090,2026-06-11,ST005,CUST00034,P5002,1,11.99,0.00,debit,2026-06-11T08:41:49,sales_2026_06_11.csv
ORD-20260611-0091,2026-06-11,ST005,CUST00038,P5002,4,11.99,1.00,cash,2026-06-11T22:56:40,sales_2026_06_11.csv
ORD-20260611-0092,2026-06-10,ST001,CUST00021,P4002,2,4.49,2.00,mobile_wallet,2026-06-11T16:29:04,sales_2026_06_11.csv
ORD-20260611-0093,2026-06-11,ST003,CUST00041,P4001,4,18.99,0.50,cash,2026-06-11T17:38:09,sales_2026_06_11.csv
ORD-20260611-0094,2026-06-11,ST001,CUST00035,P4001,2,18.99,0.00,mobile_wallet,2026-06-11T17:15:29,sales_2026_06_11.csv
ORD-20260611-0095,2026-06-11,ST005,CUST00054,P2002,2,5.99,0.00,debit,2026-06-11T16:24:55,sales_2026_06_11.csv
ORD-20260611-0096,2026-06-11,ST004,CUST00066,P2001,3,2.49,1.00,mobile_wallet,2026-06-11T13:48:10,sales_2026_06_11.csv
ORD-20260611-0097,2026-06-11,ST004,CUST00031,P4002,3,4.49,0.50,debit,2026-06-11T09:25:32,sales_2026_06_11.csv
ORD-20260611-0098,2026-06-11,ST004,CUST00037,P5002,3,11.99,0.00,gift_card,2026-06-11T16:31:38,sales_2026_06_11.csv
ORD-20260611-0099,2026-06-11,ST004,CUST00047,P1001,1,5.49,0.50,credit_card,2026-06-11T15:46:23,sales_2026_06_11.csv
ORD-20260611-0100,2026-06-11,ST001,CUST00050,P4001,1,18.99,1.00,gift_card,2026-06-11T18:35:18,sales_2026_06_11.csv
ORD-20260611-0101,2026-06-11,ST003,CUST00044,P4002,5,4.49,0.00,gift_card,2026-06-11T11:06:25,sales_2026_06_11.csv
ORD-20260611-0102,2026-06-10,ST002,CUST00043,P3002,2,21.99,0.00,mobile_wallet,2026-06-11T08:02:02,sales_2026_06_11.csv
ORD-20260611-0103,2026-06-11,ST003,CUST00021,P5001,4,14.99,0.00,mobile_wallet,2026-06-11T17:59:39,sales_2026_06_11.csv
ORD-20260611-0104,2026-06-11,ST003,CUST00061,P5002,3,11.99,1.00,credit_card,2026-06-11T22:45:36,sales_2026_06_11.csv
ORD-20260611-0105,2026-06-11,ST001,CUST00077,P3002,3,21.99,2.00,mobile_wallet,2026-06-11T20:37:19,sales_2026_06_11.csv
ORD-20260611-0106,2026-06-11,ST002,CUST00068,P3001,5,15.99,1.00,gift_card,2026-06-11T08:37:30,sales_2026_06_11.csv
ORD-20260611-0107,2026-06-11,ST001,CUST00025,P4001,2,18.99,2.00,credit_card,2026-06-11T08:36:44,sales_2026_06_11.csv
ORD-20260611-0108,2026-06-11,ST004,CUST00065,P4002,3,4.49,0.50,gift_card,2026-06-11T20:44:13,sales_2026_06_11.csv
ORD-20260611-0109,2026-06-11,ST004,CUST00068,P4002,1,4.49,2.00,mobile_wallet,2026-06-11T13:35:20,sales_2026_06_11.csv
ORD-20260611-0110,2026-06-11,ST003,CUST00079,P3002,2,21.99,0.50,mobile_wallet,2026-06-11T18:43:49,sales_2026_06_11.csv
ORD-20260611-0111,2026-06-11,ST003,CUST00027,P2002,2,5.99,0.00,mobile_wallet,2026-06-11T14:19:49,sales_2026_06_11.csv
ORD-20260611-0112,2026-06-11,ST005,CUST00049,P3002,4,21.99,0.00,mobile_wallet,2026-06-11T16:07:36,sales_2026_06_11.csv
ORD-20260611-0113,2026-06-11,ST003,CUST00057,P3002,2,21.99,0.00,cash,2026-06-11T16:45:05,sales_2026_06_11.csv
ORD-20260611-0114,2026-06-11,ST005,CUST00076,P4002,2,4.49,0.00,debit,2026-06-11T15:08:06,sales_2026_06_11.csv
ORD-20260611-0115,2026-06-11,ST004,CUST00043,P2002,1,5.99,2.00,mobile_wallet,2026-06-11T14:03:06,sales_2026_06_11.csv
ORD-20260611-0116,2026-06-11,ST004,CUST00062,P1002,2,7.99,0.00,debit,2026-06-11T20:41:59,sales_2026_06_11.csv
ORD-20260611-0117,2026-06-11,ST002,CUST00069,P3001,3,15.99,0.00,credit_card,2026-06-11T09:41:36,sales_2026_06_11.csv
ORD-20260611-0118,2026-06-11,ST002,CUST00038,P2001,4,2.49,0.00,credit_card,2026-06-11T19:50:31,sales_2026_06_11.csv
ORD-20260611-0119,2026-06-11,ST005,CUST00068,P1001,3,5.49,1.00,mobile_wallet,2026-06-11T17:18:29,sales_2026_06_11.csv
ORD-20260611-0120,2026-06-11,ST003,CUST00021,P2001,5,2.49,0.50,mobile_wallet,2026-06-11T13:51:07,sales_2026_06_11.csv
